IDENTIFY	BUSINESS_NM	TABLE_NM	TABLE_PHYSICAL_NM	COLUMN_NM	COLUMN_PHYSICAL_NM	CLASS_CD
BASE	基盤	辞書マスタ	B_DICT	データ型	DATA_TYPE	DATA_TYPE
BASE	基盤	ログ	B_LOG	ログステータス	LOG_STATUS	LOG_STATUS
BASE	基盤	ログ明細	B_LOG_DTL	ログ明細種別	LOG_DTL_TYPE	LOG_DTL_TYPE
BASE	基盤	ログ明細	B_LOG_DTL	ログ明細ステータス	LOG_DTL_STATUS	LOG_DTL_STATUS
BASE	基盤	システムログ	B_SYSTEM_LOG	システムログ種別	SYSTEM_LOG_TYPE	SYSTEM_LOG_TYPE
BASE	基盤	システムログ	B_SYSTEM_LOG	システムログステータス	SYSTEM_LOG_STATUS	SYSTEM_LOG_STATUS
BASE	基盤	メッセージマスタ	B_MESSAGE	属性	MESSAGE_TYPE	MESSAGE_TYPE
BASE	基盤	メッセージマスタ	B_MESSAGE	システム種別	SYSTEM_TYPE	SYSTEM_TYPE
BASE	基盤	区分値マスタ	B_CLASS	システム種別	SYSTEM_TYPE	SYSTEM_TYPE
BASE	基盤	項目マスタ	B_ITEM	項目型	ITEM_TYPE	ITEM_TYPE
BASE	基盤	項目マスタ	B_ITEM	表示可否	VISIBLE	VISIBLE
BASE	基盤	項目マスタ	B_ITEM	編集可否	EDITABLE	EDITABLE
BASE	基盤	項目マスタ	B_ITEM	表示位置	TEXT_ALIGN	TEXT_ALIGN
BASE	基盤	項目マスタ	B_ITEM	必須	NECESSARY	NECESSARY
BASE	基盤	項目マスタ	B_ITEM	表示必須	DISPLAY_REQUIRED	DISPLAY_REQUIRED
BASE	基盤	列マスタ	B_COL	列型	COL_TYPE	COL_TYPE
BASE	基盤	列マスタ	B_COL	表示可否	VISIBLE	VISIBLE
BASE	基盤	列マスタ	B_COL	編集可否	EDITABLE	EDITABLE
BASE	基盤	列マスタ	B_COL	表示位置	TEXT_ALIGN	TEXT_ALIGN
BASE	基盤	列マスタ	B_COL	必須	NECESSARY	NECESSARY
BASE	基盤	画面権限マスタ	B_SCREEN_ROLE	表示可否	VISIBLE	VISIBLE
BASE	基盤	項目権限マスタ	B_ITEM_ROLE	表示可否	VISIBLE	VISIBLE
BASE	基盤	項目権限マスタ	B_ITEM_ROLE	編集可否	EDITABLE	EDITABLE
BASE	基盤	列権限マスタ	B_COL_ROLE	表示可否	VISIBLE	VISIBLE
BASE	基盤	列権限マスタ	B_COL_ROLE	編集可否	EDITABLE	EDITABLE
BASE	基盤	採番マスタ	B_NUMBERING	チェックディジット	CHECK_DIGIT	CHECK_DIGIT
BASE	基盤	権限グループマスタ	B_ROLE_GRP	権限制御区分	ROLE_CONTROL_CLASS	ROLE_CONTROL_CLASS
BASE	基盤	ユーザマスタ	B_USER	削除フラグ	DEL_FLG	DEL_FLG
BASE	基盤	ユーザ認証マスタ	B_USER_AUTH	パスワードリセット	PASSWORD_RESET	PASSWORD_RESET
BASE	基盤	ユーザ認証マスタ	B_USER_AUTH	ロックアウト	LOCKOUT	LOCKOUT
BASE	基盤	プリンタマスタ	P_PRINTER	表示可否	VISIBLE	VISIBLE
BASE	基盤	プリンタ属性マスタ	P_PRINTER_ATTRIBUTE	表示可否	VISIBLE	VISIBLE
BASE	基盤	印刷情報	P_PRINT_REQUEST	印刷ステータス	PRINT_STATUS	PRINT_STATUS
BASE	基盤	印刷情報	P_PRINT_REQUEST	部単位印刷要否	SHEET_COLLATE	SHEET_COLLATE
BASE	基盤	印刷情報	P_PRINT_REQUEST	再印刷有無	PRINTED_FLG	PRINTED_FLG
BASE	基盤	印刷情報	P_PRINT_REQUEST	印刷データタイプ	PRINT_DATA_TYPE	PRINT_DATA_TYPE
BASE	基盤	レイアウト別印刷設定マスタ	P_LAYOUT_PRINT_SETTING	部単位印刷要否	SHEET_COLLATE	SHEET_COLLATE
BASE	基盤	印刷サービス情報	P_PRINT_SERVICE	印刷サービスステータス	PRINT_SERVICE_STATUS	PRINT_SERVICE_STATUS
BASE	基盤	印刷履歴情報	P_PRINT_REQUEST_HIST	部単位印刷要否	SHEET_COLLATE	SHEET_COLLATE
BASE	基盤	印刷履歴情報	P_PRINT_REQUEST_HIST	印刷結果区分	PRINT_RESULT_CLASS	PRINT_RESULT_CLASS
BASE	基盤	帳票レイアウトマスタ	P_REPORT_LAYOUT	更新可否	UPDATABLE	UPDATABLE
BASE	基盤	印刷キュー情報	P_PRINT_QUEUE	印刷キューステータス	PRINT_QUEUE_STATUS	PRINT_QUEUE_STATUS
BASE	基盤	帳票レイアウトマスタ	P_REPORT_LAYOUT	自動印刷対象フラグ	AUTO_PRINT_TARGET_FLG	AUTO_PRINT_TARGET_FLG
BASE	基盤	メニューマスタ	B_MENU	ターゲットウインドウ	TARGET_WINDOW	TARGET_WINDOW
BASE	履歴	棚卸ボディ履歴	H_INVENTORY_B	入力区分	INPUT_TYPE	INPUT_TYPE
BASE	履歴	棚卸ボディ履歴	H_INVENTORY_B	在庫調整フラグ	STOCK_ADJUST_FLG	STOCK_MOVE_FLG
BASE	履歴	在庫移動ボディ履歴	H_MOVE_B	入出庫区分	INOUT_TYPE	INOUT_TYPE
BASE	履歴	入荷ボディ履歴	H_RECEIVE_B	格納フラグ	STORE_FLG	STORE_FLG
BASE	履歴	入荷ヘッダ履歴	H_RECEIVE_H	入荷納品ステータス	RECEIVE_DELIVERY_STATUS	RECEIVE_DELIVERY_STATUS
BASE	履歴	出荷ヘッダ履歴	H_SHIPPING_H	納品時間帯	DELIV_TZ	DELIV_TZ
BASE	履歴	出荷ヘッダ履歴	H_SHIPPING_H	緊急フラグ	EMERGENCY_FLG	EMERGENCY_FLG
BASE	履歴	在庫受払データ履歴	H_STOCK_INOUT	赤黒区分	CORRECT_TYPE	CORRECT_TYPE
BASE	履歴	在庫受払データ履歴	H_STOCK_INOUT	入出庫区分	INOUT_TYPE	INOUT_TYPE
BASE	マスタ	荷材マスタ	M_BOX	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	荷材グループマスタ	M_BOX_GRP	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	運送業者マスタ	M_CARRIER	削除フラグ	DEL_FLG	DEL_FLG
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	WebAPI便種コード	API_BINSYU_CODE	API_BINSYU_CODE
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	WebAPI代引フラグ	API_DAIBIKI_FLG	API_DAIBIKI_FLG
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	WebAPI代引支払方法区分	API_DAIBIKI_TYPE	API_DAIBIKI_TYPE
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	WebAPI営止フラグ	API_EIDOME_FLG	API_EIDOME_FLG
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	WebAPI重量コード1	API_WEIGHT_CD_1	API_WEIGHT_CD
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	WebAPI重量コード2	API_WEIGHT_CD_2	API_WEIGHT_CD
BASE	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	文字コード	CHARACTER_CD	CHARACTER_CD
BASE	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	元着区分	COD_CLS	COD_CLS
BASE	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	削除フラグ	DEL_FLG	DEL_FLG
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	指定シール1	SEAL_TYPE1	SEAL_TYPE
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	指定シール2	SEAL_TYPE2	SEAL_TYPE
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	指定シール3	SEAL_TYPE3	SEAL_TYPE
BASE	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	決済種別	SETTLEMENT_TYPE	SETTLEMENT_TYPE
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	荷姿コード	SLIP_SHAPE_CD	SLIP_SHAPE_CD
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	便種(商品)	TRANSPORT_TYPE_ITEM	TRANSPORT_TYPE_ITEM
WMS	マスタ	佐川送り状マスタ	M_CARRIER_SLIP_SGW	便種(スピードで選択)	TRANSPORT_TYPE_SPEED	TRANSPORT_TYPE_SPEED
BASE	マスタ	ヤマト送り状マスタ	M_CARRIER_SLIP_YMT	文字コード	CHARACTER_CD	CHARACTER_CD
BASE	マスタ	ヤマト送り状マスタ	M_CARRIER_SLIP_YMT	クール区分	COOL_CLS	COOL_CLS
BASE	マスタ	ヤマト送り状マスタ	M_CARRIER_SLIP_YMT	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	ヤマト送り状マスタ	M_CARRIER_SLIP_YMT	個数口表示フラグ	PACKING_SHOW_FLG	PACKING_SHOW_FLG
BASE	マスタ	ヤマト送り状マスタ	M_CARRIER_SLIP_YMT	送り状種別	SLIP_TYPE	SLIP_TYPE
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	文字コード	CHARACTER_CD	CHARACTER_CD
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	元／着払／代引文字	COD_TYPE	COD_TYPE
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	保冷種別	COOL_TYPE	COOL_TYPE
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	下積み厳禁区分	NO_STOCK_CLS	NO_STOCK_CLS
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	逆さま厳禁区分	NO_UPSIDE_DOWN_CLS	NO_UPSIDE_DOWN_CLS
BASE	マスタ	ゆうパック送り状マスタ	M_CARRIER_SLIP_YUPK	郵便種別	POST_TYPE	POST_TYPE
BASE	マスタ	センタマスタ	M_CENTER	削除フラグ	DEL_FLG	DEL_FLG
BASE	基盤拡張マスタ	センタ区分値マスタ	M_CENTER_CLASS	システム種別	SYSTEM_TYPE	SYSTEM_TYPE
BASE	マスタ	センタ取引先マスタ	M_CENTER_CUSTOMER	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	荷主マスタ	M_CLIENT	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	荷主センタマスタ	M_CLIENT_CENTER	バッチ処理中フラグ	BATCH_PROGRESS_FLG	BATCH_PROGRESS_FLG
BASE	マスタ	荷主センタマスタ	M_CLIENT_CENTER	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	共通運送業者マスタ	M_COMMON_CARRIER	着店CDフォーマット	ARRIVAL_STORE_FORMAT	ARRIVAL_STORE_FORMAT
BASE	マスタ	取引先マスタ	M_CUSTOMER	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	納品先フラグ	DELIVERY_FLG	DELIVERY_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	預託先フラグ	DEPOSIT_FLG	DEPOSIT_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	期限日逆転防止フラグ	LIMIT_DT_REVERSE_FLG	LIMIT_DT_REVERSE_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	ロット逆転防止フラグ	LOT_REVERSE_FLG	LOT_REVERSE_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	ワンタイムフラグ	ONETIME_FLG	ONETIME_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	出荷停止フラグ	SHIPPING_STOP_FLG	SHIPPING_STOP_FLG
BASE	マスタ	取引先マスタ	M_CUSTOMER	仕入先フラグ	VENDOR_FLG	VENDOR_FLG
BASE	マスタ	初期データ取込種別マスタ	M_DATA_INPUT_TYPE	初期データ取込種別CD	DATA_INPUT_TYPE_CD	DATA_INPUT_TYPE
BASE	マスタ	配送コースマスタ	M_DELIVERY_COURSE	削除フラグ	DEL_FLG	DEL_FLG
WMS	マスタ	配送コースマスタ	M_DELIVERY_COURSE	送り状データ種別	TAG_DATA_TYPE	TAG_DATA_TYPE
WMS	マスタ	配送コースマスタ	M_DELIVERY_COURSE	送り状種別	TAG_TYPE	TAG_TYPE
WMS	マスタ	配送コースマスタ	M_DELIVERY_COURSE	送り状種別(代引時、2枚目以降)	TAG_TYPE_AFTER	TAG_TYPE_AFTER
BASE	マスタ	配送コースマスタ	M_DELIVERY_COURSE	追跡番号採番単位	TRACKING_NUMBERING_UNIT	TRACKING_NUMBERING_UNIT
BASE	マスタ	センタ採番マスタ	M_NUMBERING_CENTER	ユーザ編集可否	USER_EDITABLE	USER_EDITABLE
BASE	受注系	取込種別マスタ	M_IMPORT_TYPE	ギフト用納品書種別	GIFT_STATEMENT_TYPE	GIFT_STATEMENT_TYPE
BASE	受注系	取込種別マスタ	M_IMPORT_TYPE	改行コード	LINE_FEED_CD	LINE_FEED_CD
BASE	受注系	取込種別マスタ	M_IMPORT_TYPE	アップロードテーブル名	UPLOAD_TABLE_NM	UPLOAD_TABLE_NM
BASE	マスタ	ロケーションマスタ	M_LOCATION	引当禁止フラグ	ALLOC_NG_FLG	ALLC_NG_FLG
BASE	マスタ	ロケーションマスタ	M_LOCATION	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	ロケーションマスタ	M_LOCATION	ロケーション種別	LOCATION_TYPE	LOCATION_TYPE
BASE	マスタ	ロケーションマスタ	M_LOCATION	ピックロケフラグ	PICKING_LOCATION_FLG	PICKING_LOCATION_FLG
BASE	マスタ	センタ採番マスタ	M_NUMBERING_CENTER	チェックディジット	CHECK_DIGIT	CHECK_DIGIT
BASE	マスタ	パラメータマスタ	M_PARAM	検品後荷札出力フラグ	AFTER_TAG_OUT_FLG	AFTER_TAG_OUT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	検品後納品明細出力フラグ	AFTER_DELIV_SLIP_OUT_FLG	AFTER_TAG_OUT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	検品後納品明細出力対象	AFTER_DELIV_SLIP_OUT_TGT	AFTER_DELIV_SLIP_OUT_TGT
BASE	マスタ	パラメータマスタ	M_PARAM	単行出荷検品荷札/納品明細出力区分	SGL_ROW_INSP_AFTER_OUT_CLS	SGL_ROW_INSP_AFTER_OUT_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	荷材選択スキップ	BOX_SELECT_SKIP	BOX_SELECT_SKIP
BASE	マスタ	パラメータマスタ	M_PARAM	ケースピックフラグ	CASE_PIC_FLG	CASE_PIC_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	削除フラグ	DEL_FLG	DEL_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	HT文字認識使用フラグ	HT_CHAR_READ_FLG	HT_CHAR_READ_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	入庫No.マージ区分	MERGE_CLS	MERGE_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	マルチピック計算区分	MULTI_PIC_CLS	MULTI_PIC_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	HT/SD過入荷可フラグ	OVER_STORE_NUM_FLG	OVER_STORE_NUM_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	梱包計算処理区分	PACKING_CAL_CLS	PACKING_CAL_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	詰め込み方	PACKING_PROCESS_CLS	PACKING_PROCESS_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	HT/SD過去日入力可フラグ	PAST_STORE_DT_FLG	PAST_STORE_DT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	商品ラベルソースCDバーコード種別	PRODUCT_LABEL_JAN_BARCODE	PRODUCT_LABEL_JAN_BARCODE
BASE	マスタ	パラメータマスタ	M_PARAM	商品ラベル出力単位	PRODUCT_LABEL_OUT_UNIT	PRODUCT_LABEL_OUT_UNIT
BASE	マスタ	パラメータマスタ	M_PARAM	商品ラベル商品CDバーコード種別	PRODUCT_LABEL_PROD_BARCODE	PRODUCT_LABEL_PROD_BARCODE
BASE	マスタ	パラメータマスタ	M_PARAM	商品毎別梱包	PRODUCT_PART_PACKING	PRODUCT_PART_PACKING
BASE	マスタ	パラメータマスタ	M_PARAM	小数管理商品梱包単位	DECIMAL_PRODUCT_PACKING	DECIMAL_PRODUCT_PACKING
BASE	マスタ	パラメータマスタ	M_PARAM	緊急補充ロケ割付区分	EM_REPLENISH_ALLOC_CLS	REPLENISH_ALLOC_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	定期補充単位区分	RG_REPLENISH_UNIT_CLS	REPLENISH_UNIT_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	緊急補充単位区分	EM_REPLENISH_UNIT_CLS	REPLENISH_UNIT_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	実績入力後入庫/商品ラベル出力	RESULT_AFTER_PRODUCT_LABEL	RESULT_AFTER_PRODUCT_LABEL
BASE	マスタ	パラメータマスタ	M_PARAM	実績入力後入庫/商品ラベル出力対象 	RESULT_AFTER_PRODUCT_TARGET	RESULT_AFTER_PRODUCT_TARGET
BASE	マスタ	パラメータマスタ	M_PARAM	入庫日管理フラグ	STORE_DT_FLG	STORE_DT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	入庫No.管理フラグ	STORE_NO_FLG	STORE_NO_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	荷札納品書在中出力フラグ	TAG_DELIVERY_OUT_FLG	TAG_DELIVERY_OUT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	HT/SDケースピック使用フラグ	USE_HT_SHIP_FLG	USE_HT_SHIP_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	SD検品ラベル出力フラグ	INSPECTION_LABEL_OUT_FLG	INSPECTION_LABEL_OUT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	単行ピックフラグ	SGL_ROW_PIC_FLG	SGL_ROW_PIC_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	トータルピックフラグ	TOTAL_PIC_FLG	TOTAL_PIC_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	最適ピック提案フラグ	PIC_MTHD_RCMD_FLG	PIC_MTHD_RCMD_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	最適ピック提案ブレイクキー	PIC_MTHD_RCMD_BREAK_KEY	PIC_MTHD_RCMD_BREAK_KEY
BASE	マスタ	パラメータマスタ	M_PARAM	自動出庫指示フラグ	AUTO_SHIP_INST_FLG	AUTO_SHIP_INST_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	欠品時自動出庫指示フラグ	STOCK_OUT_AUTO_INST_FLG	STOCK_OUT_AUTO_INST_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	自動緊急フラグ設定フラグ	AUTO_EMG_SET_FLG	AUTO_EMG_SET_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	自動緊急フラグ判断対象	AUTO_EMG_SET_TGT	AUTO_EMG_SET_TGT
BASE	マスタ	パラメータマスタ	M_PARAM	欠品時引当区分	STOCK_OUT_ALLOC_CLS	STOCK_OUT_ALLOC_CLS
BASE	マスタ	パラメータマスタ	M_PARAM	欠品時出庫指示取消フラグ	STOCK_OUT_INST_CXL_FLG	STOCK_OUT_INST_CXL_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	欠品時出荷指示分離フラグ	STOCK_OUT_INST_SPLIT_FLG	STOCK_OUT_INST_SPLIT_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	最適ピック提案マルチピック摘み取りリスト出力フラグ	PIC_MTHD_RCMD_MLT_PL_OUT	PIC_MTHD_RCMD_LIST_OUT
BASE	マスタ	パラメータマスタ	M_PARAM	最適ピック提案単行ピック種蒔きリスト出力フラグ	PIC_MTHD_RCMD_SPL_SL_OUT	PIC_MTHD_RCMD_LIST_OUT
BASE	マスタ	パラメータマスタ	M_PARAM	エラー音再生フラグ	ERROR_SOUND_PLAY_FLG	SOUND_PLAY_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	警告音再生フラグ	WARN_SOUND_PLAY_FLG	SOUND_PLAY_FLG
BASE	マスタ	パラメータマスタ	M_PARAM	検品音再生フラグ	INSP_SOUND_PLAY_FLG	SOUND_PLAY_FLG
