ITEM_ID	SCREEN_ID	ITEM_CD	DICT_ID	ITEM_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	DISPLAY_REQUIRED
1	1	msg1	3335		1	1		0	1
2	1	msg2	2717		1	1		0	1
3	1	return	2650		1	1		0	1
4	1	send	2649		1	1		0	1
5	2	programName	3333		1	1		0	1
6	3	attendance	3337		1	1		0	1
7	3	leaving	3338		1	1		0	1
8	3	startRest	3339		1	1		0	1
9	3	endRest	3340		1	1		0	1
10	3	return	2650		1	1		0	1
11	4	msg1	3353		1	1		0	1
12	4	msg2	3350		1	1		0	1
13	4	msg3	3351		1	1		0	1
14	4	return	2650		1	1		0	1
15	4	send	1857		1	1		0	1
16	5	programName	3376		1	1		0	1
17	6	programName	3373		1	1		0	1
18	7	programName	3375		1	1		0	1
19	8	programName	3386		1	1		0	1
20	9	selectText	2728		1	1		0	1
21	9	return	2650		1	1		0	1
22	10	text	2673		1	1		0	1
23	10	no	2667		1	1		0	1
24	10	yes	2668		1	1		0	1
25	11	text	2672		1	1		0	1
26	11	no	2667		1	1		0	1
27	11	yes	2668		1	1		0	1
28	12	text	1893		1	1		0	1
29	12	end	2670		1	1		0	1
30	12	continue	2671		1	1		0	1
31	13	fatal	2669		1	1		0	1
32	13	return	2650		1	1		0	1
33	13	end	2670		1	1		0	1
34	13	continue	2671		1	1		0	1
35	14	text3	2698		1	1		0	1
36	14	resume	2697		1	1		0	1
37	15	return	2650		1	1		0	1
38	15	end	2670		1	1		0	1
39	15	continue	2671		1	1		0	1
40	16	programName	3371		1	1		0	1
41	17	programName	3382		1	1		0	1
42	18	productCd	765		1	1		0	1
43	18	productShape	2675		1	1		0	1
44	18	productShapeInput	2677		1	1		0	1
45	18	qty	1127		1	1		0	1
46	18	return	2650		1	1		0	1
47	18	ok	2676		1	1		0	1
48	19	programName	3384		1	1		0	1
49	20	msg1	2802		1	1		0	1
50	20	msg2	2689		1	1		0	1
51	20	no	2667		1	1		0	1
52	20	yes	2668		1	1		0	1
53	21	return	2650		1	1		0	1
54	22	programName	2663		1	1		0	1
55	23	loc	776		1	1		0	1
56	23	janCd	180		1	1		0	1
57	23	option1	2680		1	1		0	1
58	23	return	2650		1	1		0	1
59	23	send	2649		1	1		0	1
60	24	consigenmentCls	762		1	1		0	1
61	24	stockType	764		1	1		0	1
62	24	option1	762		1	1		0	1
63	24	option2	764		1	1		0	1
64	24	return	2650		1	1		0	1
65	24	send	2649		1	1		0	1
66	25	loc	776		1	1		0	1
67	25	janCd	180		1	1		0	1
68	25	productCd	765		1	1		0	1
69	25	limitDt	313		1	1		0	1
70	25	deposit	762		1	1		0	1
71	25	stockType	764		1	1		0	1
72	25	option1	2680		1	1		0	1
73	25	return	2650		1	1		0	1
74	25	send	2649		1	1		0	1
75	26	loc	776		1	1		0	1
76	26	janCd	180		1	1		0	1
77	26	productCd	765		1	1		0	1
78	26	lot	266		1	1		0	1
79	26	limitDt	313		1	1		0	1
80	26	deposit	762		1	1		0	1
81	26	stockType	764		1	1		0	1
82	26	qty	1127		1	1		0	1
83	26	return	2650		1	1		0	1
84	26	prev	2652		1	1		0	1
85	26	next	2651		1	1		0	1
86	27	loc	776		1	1		0	1
87	27	return	2650		1	1		0	1
88	27	send	2649		1	1		0	1
89	28	loc	776		1	1		0	1
90	28	janCd	180		1	1		0	1
91	28	productCd	765		1	1		0	1
92	28	lot	266		1	1		0	1
93	28	deposit	762		1	1		0	1
94	28	stockType	764		1	1		0	1
95	28	option1	2680		1	1		0	1
96	28	return	2650		1	1		0	1
97	28	send	2649		1	1		0	1
98	29	loc	776		1	1		0	1
99	29	janCd	180		1	1		0	1
100	29	productCd	765		1	1		0	1
101	29	lot	266		1	1		0	1
102	29	limitDt	313		1	1		0	1
103	29	deposit	762		1	1		0	1
104	29	stockType	764		1	1		0	1
105	29	option1	2680		1	1		0	1
106	29	return	2650		1	1		0	1
107	29	send	2649		1	1		0	1
108	30	loc	776		1	1		0	1
109	30	janCd	180		1	1		0	1
110	30	productCd	765		1	1		0	1
111	30	lot	266		1	1		0	1
112	30	limitDt	313		1	1		0	1
113	30	deposit	762		1	1		0	1
114	30	stockType	764		1	1		0	1
115	30	qty	1127		1	1		0	1
116	30	option1	2680		1	1		0	1
117	30	return	2650		1	1		0	1
118	30	send	2649		1	1		0	1
119	30	inputAuxiliary	2679		1	1		0	1
120	31	programName	3396		1	1		0	1
121	32	msg1	2810		1	1		0	1
122	32	msg2	2888		1	1		0	1
123	32	msg3	2811		1	1		0	1
124	32	loc	776		1	1		0	1
125	32	productCd	765		1	1		0	1
126	32	lot	266		1	1		0	1
127	32	limitDt	313		1	1		0	1
128	32	qty	1127		1	1		0	1
129	32	return	2650		1	1		0	1
130	32	send	2649		1	1		0	1
131	33	programName	3395		1	1		0	1
132	33	title	5514		1	1		0	1
133	33	inspectionCategory	5509		1	1		0	1
134	33	productCd	4918		1	1		0	1
135	33	productName	4960		1	1		0	1
136	33	locationCd	5511		1	1		0	1
137	33	cartonQty	5118		1	1		0	1
138	33	caseQty	5515		1	1		0	1
139	33	return	2650		1	1		0	1
140	33	send	884		1	1		0	1
141	34	programName	3395		1	1		0	1
142	34	title	5529		1	1		0	1
143	34	msg1	5530		1	1		0	1
144	34	inspectionCategory	5509		1	1		0	1
145	34	locationCd	5511		1	1		0	1
146	34	productCd	4918		1	1		0	1
147	34	productName	4960		1	1		0	1
148	34	caseQty	5117		1	1		0	1
149	34	cartonQty	5118		1	1		0	1
150	34	quantity	1127		1	1		0	1
151	34	defectiveQty	5517		1	1		0	1
152	34	send	1120		1	1		0	1
153	35	programName	3395		1	1		0	1
154	35	title	5531		1	1		0	1
155	35	inspectionCategory	5509		1	1		0	1
156	35	productCd	4918		1	1		0	1
157	35	productName	4960		1	1		0	1
158	35	locationCd	5511		1	1		0	1
159	35	cartonQty	5118		1	1		0	1
160	35	defectiveQty	5517		1	1		0	1
161	35	return	2650		1	1		0	1
162	35	send	884		1	1		0	1
163	36	programName	3395		1	1		0	1
164	36	title	5507		1	1		0	1
165	36	inventoryKey	5508		1	1		0	1
166	36	inspectionCategory	5509		1	1		0	1
167	36	return	2650		1	1		0	1
168	36	send	884		1	1		0	1
169	37	programName	3395		1	1		0	1
170	37	title	5510		1	1		0	1
171	37	locationCd	5511		1	1		0	1
172	37	inspectionCategory	5509		1	1		0	1
173	37	inventoryKey	5508		1	1		0	1
174	37	piston	5512		1	1		0	1
175	37	return	2650		1	1		0	1
176	37	send	884		1	1		0	1
177	38	programName	3395		1	1		0	1
178	38	title	5532		1	1		0	1
179	38	inspectionCategory	5509		1	1		0	1
180	38	productCd	4918		1	1		0	1
181	38	productName	4960		1	1		0	1
182	38	locationCd	5511		1	1		0	1
183	38	manufactureDate	4922		1	1		0	1
184	38	prevInspectionManufactureDate	5533		1	1		0	1
185	38	return	2650		1	1		0	1
186	38	send	884		1	1		0	1
187	39	programName	3395		1	1		0	1
188	39	title	5437		1	1		0	1
189	39	inspectionCategory	5509		1	1		0	1
190	39	msg1	5526		1	1		0	1
191	39	msg2	5527		1	1		0	1
192	39	msg3	2834		1	1		0	1
193	39	return	2650		1	1		0	1
194	39	send	884		1	1		0	1
195	40	programName	3395		1	1		0	1
196	40	title	5516		1	1		0	1
197	40	inspectionCategory	5509		1	1		0	1
198	40	productCd	4918		1	1		0	1
199	40	productName	4960		1	1		0	1
200	40	locationCd	5511		1	1		0	1
201	40	caseQty	5117		1	1		0	1
202	40	cartonQty	5118		1	1		0	1
203	40	quantity	1127		1	1		0	1
204	40	defectiveQty	5517		1	1		0	1
205	40	return	2650		1	1		0	1
206	40	send	884		1	1		0	1
207	41	programName	3395		1	1		0	1
208	42	programName	3395		1	1		0	1
209	42	title	5521		1	1		0	1
210	42	inspectionCategory	5509		1	1		0	1
211	42	msg1	5522		1	1		0	1
212	42	msg2	5523		1	1		0	1
213	42	msg3	5524		1	1		0	1
214	42	msg4	5525		1	1		0	1
215	42	msg5	2834		1	1		0	1
216	42	return	2650		1	1		0	1
217	42	send	884		1	1		0	1
218	43	programName	3395		1	1		0	1
219	43	title	5504		1	1		0	1
220	43	line	5505		1	1		0	1
221	43	block	5506		1	1		0	1
222	43	return	2650		1	1		0	1
223	43	send	884		1	1		0	1
224	44	programName	3395		1	1		0	1
225	44	title	5528		1	1		0	1
226	44	inspectionCategory	5509		1	1		0	1
227	44	locationCd	5511		1	1		0	1
228	44	productCd	4918		1	1		0	1
229	44	productName	4960		1	1		0	1
230	44	caseQty	5117		1	1		0	1
231	44	cartonQty	5118		1	1		0	1
232	44	quantity	1127		1	1		0	1
233	44	defectiveQty	5517		1	1		0	1
234	44	return	2650		1	1		0	1
235	44	send	884		1	1		0	1
236	45	programName	3395		1	1		0	1
237	45	title	5428		1	1		0	1
238	45	barcode	5429		1	1		0	1
239	45	inspectionCategory	5509		1	1		0	1
240	45	locationCd	5511		1	1		0	1
241	45	empty	5513		1	1		0	1
242	45	return	2650		1	1		0	1
243	45	send	884		1	1		0	1
244	46	programName	3395		1	1		0	1
245	46	title	5518		1	1		0	1
246	46	inspectionCategory	5509		1	1		0	1
247	46	msg1	5519		1	1		0	1
248	46	msg2	5520		1	1		0	1
249	46	msg3	2834		1	1		0	1
250	46	return	2650		1	1		0	1
251	46	send	884		1	1		0	1
252	47	return	2650		1	1		0	1
253	48	text2	2688		1	1		0	1
254	48	text3	2689		1	1		0	1
255	48	yes	2668		1	1		0	1
256	48	no	2667		1	1		0	1
257	49	locationCd	2569		1	1		0	1
258	49	return	2650		1	1		0	1
259	49	send	2649		1	1		0	1
260	50	programName	2664		1	1		0	1
261	51	janCd	180		1	1		0	1
262	51	product	765		1	1		0	1
263	51	deposit	762		1	1		0	1
264	51	stockType	764		1	1		0	1
265	51	lot	266		1	1		0	1
266	51	limitDt	313		1	1		0	1
267	51	locationCd	776		1	1		0	1
268	51	chargeNum	1127		1	1		0	1
269	51	send	2649		1	1		0	1
270	51	return	2650		1	1		0	1
271	51	prev	2652		1	1		0	1
272	51	next	2651		1	1		0	1
273	52	locationCd	2567		1	1		0	1
274	52	return	2650		1	1		0	1
275	52	send	2649		1	1		0	1
276	53	productNum	2711		1	1		0	1
277	53	msg1	2716		1	1		0	1
278	53	msg2	2717		1	1		0	1
279	53	outLoc	2567		1	1		0	1
280	53	inLoc	2569		1	1		0	1
281	53	no	2667		1	1		0	1
282	53	yes	2668		1	1		0	1
283	54	userCd	247		1	1		0	1
284	54	userNm	252		1	1		0	1
285	54	clientCd	734		1	1		0	1
286	54	return	2650		1	1		0	1
287	54	advance	1120		1	1		0	1
288	55	userCd	247		1	1		0	1
289	55	password	30		1	1		0	1
290	55	send	2649		1	1		0	1
291	56	return	2650		1	1		0	1
292	57	return	2650		1	1		0	1
293	58	programName	3383		1	1		0	1
294	59	programName	3372		1	1		0	1
295	60	programName	3374		1	1		0	1
296	61	msg1	2779		1	1		0	1
297	61	msg2	2780		1	1		0	1
298	61	yes	2668		1	1		0	1
299	61	no	2667		1	1		0	1
300	62	programName	2666		1	1		0	1
301	63	reportLayout	8		1	1		0	1
302	63	printerGroup	70		1	1		0	1
303	63	printer	4		1	1		0	1
304	63	tray	2781		1	1		0	1
305	63	return	2650		1	1		0	1
306	63	prev	2652		1	1		0	1
307	63	next	2651		1	1		0	1
308	64	reportLayout	8		1	1		0	1
309	64	printerGroup	70		1	1		0	1
310	64	view	2680		1	1		0	1
311	64	pGroup	2782		1	1		0	1
312	64	return	2650		1	1		0	1
313	64	send	2649		1	1		0	1
314	65	printerGroup	70		1	1		0	1
315	65	select	2728		1	1		0	1
316	65	return	2650		1	1		0	1
317	66	reportLayout	8		1	1		0	1
318	66	printerGroup	70		1	1		0	1
319	66	printer	4		1	1		0	1
320	66	view	2680		1	1		0	1
321	66	printerHalf	2783		1	1		0	1
322	66	return	2650		1	1		0	1
323	66	send	2649		1	1		0	1
324	67	printer	4		1	1		0	1
325	67	select	2728		1	1		0	1
326	67	return	2650		1	1		0	1
327	68	view	2680		1	1		0	1
328	68	reportL	2784		1	1		0	1
329	68	return	2650		1	1		0	1
330	68	send	2649		1	1		0	1
331	68	reportLayout	8		1	1		0	1
332	69	reportLayout	8		1	1		0	1
333	69	select	2728		1	1		0	1
334	69	return	2650		1	1		0	1
335	70	msg1	2716		1	1		0	1
336	70	msg2	2717		1	1		0	1
337	70	reportLayout	8		1	1		0	1
338	70	printerGroup	70		1	1		0	1
339	70	printer	4		1	1		0	1
340	70	tray	2781		1	1		0	1
341	70	no	2667		1	1		0	1
342	70	yes	2668		1	1		0	1
343	71	reportLayout	8		1	1		0	1
344	71	printerGroup	70		1	1		0	1
345	71	printer	4		1	1		0	1
346	71	tray	2781		1	1		0	1
347	71	view	2680		1	1		0	1
348	71	return	2650		1	1		0	1
349	71	send	2649		1	1		0	1
350	72	printer	78		1	1		0	1
351	72	select	2728		1	1		0	1
352	72	return	2650		1	1		0	1
353	73	msg1	2785		1	1		0	1
354	73	msg2	2786		1	1		0	1
355	73	msg3	2787		1	1		0	1
356	73	yes	2668		1	1		0	1
357	73	no	2667		1	1		0	1
358	74	msg1	2873		1	1		0	1
359	74	msg2	2689		1	1		0	1
360	74	workNo	2555		1	1		0	1
361	74	no	2667		1	1		0	1
362	74	yes	2668		1	1		0	1
363	75	janCd	180		1	1		0	1
364	75	productCd	765		1	1		0	1
365	75	lot	266		1	1		0	1
366	75	limitDt	313		1	1		0	1
367	75	planNum	616		1	1		0	1
368	75	spgQtyOns	2859		1	1		0	1
369	75	return	2650		1	1		0	1
370	75	send	2649		1	1		0	1
371	75	prev	2652		1	1		0	1
372	75	next	2651		1	1		0	1
373	76	text2	2658		1	1		0	1
374	76	text3	1893		1	1		0	1
375	76	end	2670		1	1		0	1
376	76	continue	2671		1	1		0	1
377	77	programName	2658		1	1		0	1
378	78	workNo	2555		1	1		0	1
379	78	janCd	180		1	1		0	1
380	78	productCd	765		1	1		0	1
381	78	stockType	764		1	1		0	1
382	78	qty	1127		1	1		0	1
383	78	planNum	616		1	1		0	1
384	78	option1	2680		1	1		0	1
385	78	option2	1857		1	1		0	1
386	78	return	2650		1	1		0	1
387	78	send	2649		1	1		0	1
388	79	button1	2874		1	1		0	1
389	79	button2	2875		1	1		0	1
390	79	return	2650		1	1		0	1
391	80	janCd	180		1	1		0	1
392	80	productCd	765		1	1		0	1
393	80	stockType	764		1	1		0	1
394	80	lot	266		1	1		0	1
395	80	limitDt	313		1	1		0	1
396	80	qty	1127		1	1		0	1
397	80	hanyou	2557		1	1		0	1
398	80	return	2650		1	1		0	1
399	80	send	2649		1	1		0	1
400	81	janCd	180		1	1		0	1
401	81	productCd	765		1	1		0	1
402	81	limitDt	313		1	1		0	1
403	81	return	2650		1	1		0	1
404	81	send	2649		1	1		0	1
405	82	janCd	180		1	1		0	1
406	82	productCd	765		1	1		0	1
407	82	stockType	764		1	1		0	1
408	82	lot	266		1	1		0	1
409	82	limitDt	313		1	1		0	1
410	82	planNum	616		1	1		0	1
411	82	spgQtyOns	2859		1	1		0	1
412	82	inspectionNum	891		1	1		0	1
413	82	spgQtyRemain	2860		1	1		0	1
414	82	return	2650		1	1		0	1
415	82	prev	2652		1	1		0	1
416	82	next	2651		1	1		0	1
417	83	janCd	180		1	1		0	1
418	83	productCd	765		1	1		0	1
419	83	stockType	764		1	1		0	1
420	83	lot	266		1	1		0	1
421	83	limitDt	313		1	1		0	1
422	83	qty	1127		1	1		0	1
423	83	loc	776		1	1		0	1
424	83	return	2650		1	1		0	1
425	83	send	2649		1	1		0	1
426	84	janCd	180		1	1		0	1
427	84	productCd	765		1	1		0	1
428	84	lot	266		1	1		0	1
429	84	return	2650		1	1		0	1
430	84	send	2649		1	1		0	1
431	85	janCd	180		1	1		0	1
432	85	productCd	765		1	1		0	1
433	85	lot	266		1	1		0	1
434	85	limitDt	313		1	1		0	1
435	85	return	2650		1	1		0	1
436	85	send	2649		1	1		0	1
437	86	workNo	2555		1	1		0	1
438	86	janCd	180		1	1		0	1
439	86	productCd	765		1	1		0	1
440	86	stockType	764		1	1		0	1
441	86	qty	1127		1	1		0	1
442	86	planNum	616		1	1		0	1
443	86	inputAuxiliary	2679		1	1		0	1
444	86	option1	2680		1	1		0	1
445	86	option2	2670		1	1		0	1
446	86	return	2650		1	1		0	1
447	86	send	2649		1	1		0	1
448	87	msg1	2876		1	1		0	1
449	87	msg2	2827		1	1		0	1
450	87	msg3	2741		1	1		0	1
451	87	productCd	765		1	1		0	1
452	87	storeNum	891		1	1		0	1
453	87	storeLabelNo	2558		1	1		0	1
454	87	loc	776		1	1		0	1
455	87	no	2667		1	1		0	1
456	87	yes	2668		1	1		0	1
457	88	msg1	2833		1	1		0	1
458	88	msg2	2834		1	1		0	1
459	88	productCd	765		1	1		0	1
460	88	limitDt	313		1	1		0	1
461	88	spgQtyOns	891		1	1		0	1
462	88	no	2667		1	1		0	1
463	88	yes	2668		1	1		0	1
464	89	diffMsg1	2862		1	1		0	1
465	89	sameMsg1	2872		1	1		0	1
466	89	diffMsg2	2835		1	1		0	1
467	89	sameMsg2	2877		1	1		0	1
468	89	productCd	765		1	1		0	1
469	89	planNum	616		1	1		0	1
470	89	spgQtyOns	891		1	1		0	1
471	89	return	2667		1	1		0	1
472	89	send	2668		1	1		0	1
473	90	msg1	2863		1	1		0	1
474	90	msg2	2864		1	1		0	1
475	90	productCd	765		1	1		0	1
476	90	planNum	616		1	1		0	1
477	90	spgQtyOns	891		1	1		0	1
478	90	no	2667		1	1		0	1
479	90	yes	2668		1	1		0	1
480	91	sameMsg1	2872		1	1		0	1
481	91	diffMsg1	2862		1	1		0	1
482	91	sameMsg2	2877		1	1		0	1
483	91	diffMsg2	2835		1	1		0	1
484	91	workNo	2555		1	1		0	1
485	91	planNum1	801		1	1		0	1
486	91	planNum2	893		1	1		0	1
487	91	no	2667		1	1		0	1
488	91	yes	2668		1	1		0	1
489	92	workNo	2555		1	1		0	1
490	92	return	2650		1	1		0	1
491	92	send	2649		1	1		0	1
492	93	msg1	2858		1	1		0	1
493	93	msg2	2689		1	1		0	1
494	93	workNo	2555		1	1		0	1
495	93	loc	2556		1	1		0	1
496	93	no	2667		1	1		0	1
497	93	yes	2668		1	1		0	1
498	94	janCd	180		1	1		0	1
499	94	productCd	765		1	1		0	1
500	94	lot	266		1	1		0	1
501	94	limitDt	313		1	1		0	1
502	94	planNum	616		1	1		0	1
503	94	spgQtyOns	2859		1	1		0	1
504	94	return	2650		1	1		0	1
505	94	send	2649		1	1		0	1
506	94	option1	2652		1	1		0	1
507	94	option2	2651		1	1		0	1
508	95	text2	2547		1	1		0	1
509	95	text3	1893		1	1		0	1
510	95	end	2670		1	1		0	1
511	95	continue	2671		1	1		0	1
512	96	programName	2547		1	1		0	1
513	97	workNo	2555		1	1		0	1
514	97	janCd	180		1	1		0	1
515	97	productCd	765		1	1		0	1
516	97	stockType	764		1	1		0	1
517	97	qty	1127		1	1		0	1
518	97	planNum	616		1	1		0	1
519	97	option1	2680		1	1		0	1
520	97	option2	1857		1	1		0	1
521	97	return	2650		1	1		0	1
522	97	send	2649		1	1		0	1
523	98	button1	2874		1	1		0	1
524	98	button2	2875		1	1		0	1
525	98	return	2650		1	1		0	1
526	99	janCd	180		1	1		0	1
527	99	productCd	765		1	1		0	1
528	99	stockType	764		1	1		0	1
529	99	lot	266		1	1		0	1
530	99	limitDt	313		1	1		0	1
531	99	qty	1127		1	1		0	1
532	99	hanyou	2557		1	1		0	1
533	99	return	2650		1	1		0	1
534	99	send	2649		1	1		0	1
535	100	janCd	180		1	1		0	1
536	100	productCd	765		1	1		0	1
537	100	limitDt	313		1	1		0	1
538	100	return	2650		1	1		0	1
539	100	send	2649		1	1		0	1
540	101	janCd	180		1	1		0	1
541	101	productCd	765		1	1		0	1
542	101	stockType	764		1	1		0	1
543	101	lot	266		1	1		0	1
544	101	limitDt	313		1	1		0	1
545	101	planNum	616		1	1		0	1
546	101	spgQtyOns	2859		1	1		0	1
547	101	inspectionNum	891		1	1		0	1
548	101	spgQtyRemain	2860		1	1		0	1
549	101	return	2650		1	1		0	1
550	101	prev	2652		1	1		0	1
551	101	next	2651		1	1		0	1
552	102	janCd	180		1	1		0	1
553	102	productCd	765		1	1		0	1
554	102	lot	266		1	1		0	1
555	102	return	2650		1	1		0	1
556	102	send	2649		1	1		0	1
557	103	janCd	180		1	1		0	1
558	103	productCd	765		1	1		0	1
559	103	lot	266		1	1		0	1
560	103	limitDt	313		1	1		0	1
561	103	return	2650		1	1		0	1
562	103	send	2649		1	1		0	1
563	104	workNo	2555		1	1		0	1
564	104	janCd	180		1	1		0	1
565	104	productCd	765		1	1		0	1
566	104	stockType	764		1	1		0	1
567	104	planNum	616		1	1		0	1
568	104	qty	1127		1	1		0	1
569	104	list	2680		1	1		0	1
570	104	complete	2670		1	1		0	1
571	104	return	2650		1	1		0	1
572	104	send	2649		1	1		0	1
573	104	inputAuxiliary	2679		1	1		0	1
574	105	msg1	2861		1	1		0	1
575	105	msg2	2827		1	1		0	1
576	105	msg3	2741		1	1		0	1
577	105	productCd	765		1	1		0	1
578	105	storeNum	891		1	1		0	1
579	105	storeLabelNo	2558		1	1		0	1
580	105	no	2667		1	1		0	1
581	105	yes	2668		1	1		0	1
582	106	msg1	2833		1	1		0	1
583	106	msg2	2834		1	1		0	1
584	106	productCd	765		1	1		0	1
585	106	limitDt	313		1	1		0	1
586	106	spgQtyOns	891		1	1		0	1
587	106	no	2667		1	1		0	1
588	106	yes	2668		1	1		0	1
589	107	diffMsg1	2862		1	1		0	1
590	107	diffMsg2	2835		1	1		0	1
591	107	sameMsg2	2835		1	1		0	1
592	107	productCd	765		1	1		0	1
593	107	planNum	616		1	1		0	1
594	107	spgQtyOns	891		1	1		0	1
595	107	no	2667		1	1		0	1
596	107	yes	2668		1	1		0	1
597	108	msg1	2863		1	1		0	1
598	108	msg2	2864		1	1		0	1
599	108	productCd	765		1	1		0	1
600	108	planNum	616		1	1		0	1
601	108	spgQtyOns	891		1	1		0	1
602	108	no	2667		1	1		0	1
603	108	yes	2668		1	1		0	1
604	109	sameMsg1	2835		1	1		0	1
605	109	diffMsg1	2862		1	1		0	1
606	109	diffMsg2	2835		1	1		0	1
607	109	workNo	2555		1	1		0	1
608	109	loc	2556		1	1		0	1
609	109	planNum1	801		1	1		0	1
610	109	planNum2	893		1	1		0	1
611	109	no	2667		1	1		0	1
612	109	yes	2668		1	1		0	1
613	110	workNo	2555		1	1		0	1
614	110	loc	2556		1	1		0	1
615	110	return	2650		1	1		0	1
616	110	send	2649		1	1		0	1
617	111	msg1	2830		1	1		0	1
618	111	msg2	2689		1	1		0	1
619	111	deposit	762		1	1		0	1
620	111	processType	737		1	1		0	1
621	111	stockType	763		1	1		0	1
622	111	supplier	830		1	1		0	1
623	111	no	2667		1	1		0	1
624	111	yes	2668		1	1		0	1
625	112	return	2650		1	1		0	1
626	113	text2	2659		1	1		0	1
627	113	text3	1893		1	1		0	1
628	113	end	2670		1	1		0	1
629	113	continue	2671		1	1		0	1
630	114	programName	2659		1	1		0	1
631	115	clientReceiveNo	350		1	1		0	1
632	115	janCd	180		1	1		0	1
633	115	productCd	765		1	1		0	1
634	115	stockType	764		1	1		0	1
635	115	option1	2680		1	1		0	1
636	115	option2	1857		1	1		0	1
637	115	return	2650		1	1		0	1
638	115	send	2649		1	1		0	1
639	115	qty	1127		1	1		0	1
640	116	deposit	762		1	1		0	1
641	116	processType	737		1	1		0	1
642	116	stockType	763		1	1		0	1
643	116	left3	762		1	1		0	1
644	116	option1	738		1	1		0	1
645	116	option2	764		1	1		0	1
646	116	return	2650		1	1		0	1
647	116	send	2649		1	1		0	1
648	117	button1	2874		1	1		0	1
649	117	button2	2875		1	1		0	1
650	117	return	2650		1	1		0	1
651	118	janCd	180		1	1		0	1
652	118	productCd	765		1	1		0	1
653	118	stockType	764		1	1		0	1
654	118	lot	266		1	1		0	1
655	118	limitDt	313		1	1		0	1
656	118	qty	891		1	1		0	1
657	118	hanyou	2557		1	1		0	1
658	118	return	2650		1	1		0	1
659	118	send	2649		1	1		0	1
660	119	janCd	180		1	1		0	1
661	119	productCd	765		1	1		0	1
662	119	limitDt	313		1	1		0	1
663	119	return	2650		1	1		0	1
664	119	send	2649		1	1		0	1
665	120	janCd	180		1	1		0	1
666	120	productCd	765		1	1		0	1
667	120	depositNm	762		1	1		0	1
668	120	stockType	764		1	1		0	1
669	120	supplier	830		1	1		0	1
670	120	lot	266		1	1		0	1
671	120	limitDt	313		1	1		0	1
672	120	inspectionNum	891		1	1		0	1
673	120	return	2650		1	1		0	1
674	120	prev	2652		1	1		0	1
675	120	next	2651		1	1		0	1
676	121	janCd	180		1	1		0	1
677	121	productCd	765		1	1		0	1
678	121	stkClsNm	764		1	1		0	1
679	121	lot	266		1	1		0	1
680	121	limitDt	313		1	1		0	1
681	121	qty	891		1	1		0	1
682	121	loc	776		1	1		0	1
683	121	return	2650		1	1		0	1
684	121	send	2649		1	1		0	1
685	122	janCd	180		1	1		0	1
686	122	productCd	765		1	1		0	1
687	122	lot	266		1	1		0	1
